Date,Total_Sales,Total_Profit,Total_Quantity,Avg_Discount,Order_Count,Profit_Margin
2014-12-26,49157.04,487.1500000000004,79,0.037500000000000006,8,0.9910075952498367
2014-12-27,30521.38,4344.68,61,0.05500000000000001,10,14.234874045668972
2014-12-28,79418.04000000001,-3007.3999999999996,86,0.03636363636363637,11,-3.7867970551778907
2014-12-29,32236.49,7398.35,44,0.03333333333333333,6,22.950234346233103
2014-12-30,24494.48,-2929.28,46,0.042857142857142864,7,-11.958939320206023
2014-12-31,38380.55,-2767.1799999999994,35,0.02,5,-7.209849780683182
2015-01-01,39330.33,4991.9,28,0.08333333333333333,6,12.692240314281623
2015-01-02,18055.62,2751.3300000000004,60,0.0625,8,15.238080996387831
2015-01-03,48160.36,-527.4699999999998,77,0.02,10,-1.0952368296250272
2015-01-04,23402.61,-2590.23,25,0.049999999999999996,6,-11.068124452785394
2015-01-05,32284.93,5154.22,17,0.0,4,15.964786047236283
2015-01-06,31205.829999999998,-639.2,42,0.0,6,-2.0483351989035383
2015-01-07,47522.94,-7823.5199999999995,53,0.03571428571428571,7,-16.46261784308799
2015-01-08,25861.9,2728.75,61,0.06428571428571428,7,10.551235601405928
2015-01-09,39514.93,8145.51,50,0.06000000000000001,5,20.613752827095986
2015-01-10,14858.2,2313.71,37,0.05000000000000001,6,15.571940073494769
2015-01-11,59751.15,27.850000000000136,79,0.05,8,0.0466099815652086
2015-01-12,16749.04,2612.4,67,0.09999999999999999,7,15.597311845932662
2015-01-13,23073.12,1984.33,24,0.13,5,8.600180643103316
2015-01-14,56366.38,-5062.48,68,0.04375,8,-8.981382164332711
2015-01-15,6011.860000000001,-28.819999999999997,18,0.0,3,-0.4793857475057635
2015-01-16,40403.28,4784.97,54,0.07142857142857142,7,11.843023635704824
2015-01-17,49889.340000000004,-3264.1200000000003,57,0.04375,8,-6.542720348675688
2015-01-18,23040.84,262.95,38,0.05,5,1.1412344341612546
2015-01-19,20142.36,3106.9800000000005,39,0.016666666666666666,6,15.425104108952478
2015-01-20,27446.46,-575.3199999999999,50,0.07999999999999999,5,-2.09615374806077
2015-01-21,29263.24,-463.96000000000004,34,0.05000000000000001,6,-1.5854703717018348
2015-01-22,24629.76,2726.04,37,0.07142857142857142,7,11.06807374493296
2015-01-23,64093.15,-949.8800000000002,63,0.06666666666666667,9,-1.482030450992033
2015-01-24,25785.440000000002,-2157.5699999999997,27,0.0,3,-8.367396484217448
2015-01-25,46965.31,1181.29,49,0.06875,8,2.5152394394926807
2015-01-26,32932.68,7787.16,46,0.07857142857142858,7,23.645691756638087
2015-01-27,47388.3,0.01999999999981128,54,0.024999999999999998,6,4.220451039562778e-05
2015-01-28,22372.46,4205.740000000001,49,0.02142857142857143,7,18.79873737622059
2015-01-29,36996.51,6417.82,60,0.041666666666666664,6,17.34709571254153
2015-01-30,30126.1,5862.24,38,0.05,4,19.459007305957293
2015-01-31,6025.46,-277.13,13,0.05,2,-4.599316898626827
2015-02-01,25505.809999999998,3446.16,50,0.075,6,13.511274490008358
2015-02-02,39506.29,-2501.49,72,0.028571428571428574,7,-6.331877784524945
2015-02-03,34420.3,1937.0699999999997,47,0.0,9,5.627696446573678
2015-02-04,21019.57,24.449999999999932,16,0.13333333333333333,3,0.11632017210627969
2015-02-05,24903.78,920.98,29,0.0,4,3.6981534530099447
2015-02-06,50219.47,1260.83,61,0.045,10,2.5106397976720976
2015-02-07,17480.08,-255.23000000000002,25,0.05,4,-1.4601191756559466
2015-02-08,20174.19,2072.79,35,0.02,5,10.274464550993127
2015-02-09,95801.67,5820.69,74,0.075,10,6.075770912970515
2015-02-10,32418.3,5257.259999999999,64,0.06666666666666667,9,16.216951536632084
2015-02-11,64662.85,4993.12,81,0.05,10,7.721775331585292
2015-02-12,21494.87,1344.63,29,0.0375,4,6.255585635084094
2015-02-13,33902.51,103.3599999999999,50,0.075,6,0.30487418188210813
2015-02-14,75422.38,11809.57,69,0.0625,8,15.657912147561506
2015-02-15,39972.03,-2966.14,38,0.05,5,-7.420538811764126
2015-02-16,10328.26,1506.23,33,0.0,4,14.583579421896815
2015-02-17,82628.74,10598.31,74,0.07777777777777778,9,12.826420928117747
2015-02-18,20973.98,2860.0099999999998,27,0.0,5,13.635990880128615
2015-02-19,27347.879999999997,-2195.08,43,0.049999999999999996,6,-8.026508818965127
2015-02-20,18720.27,-1467.1600000000003,43,0.05714285714285715,7,-7.837280124699057
2015-02-21,27992.66,1025.28,46,0.028571428571428574,7,3.6626744296540594
2015-02-22,19438.440000000002,639.2600000000001,39,0.06666666666666667,6,3.2886383886772808
2015-02-23,53792.89,-2135.53,68,0.0375,8,-3.9699112652248285
2015-02-24,18050.76,2361.22,29,0.09166666666666667,6,13.081000467570341
2015-02-25,15888.34,-319.77,25,0.049999999999999996,3,-2.0126079879962284
2015-02-26,7534.0199999999995,946.56,10,0.03333333333333333,3,12.563810555321064
2015-02-27,34631.65,4155.91,50,0.05,10,12.0003234035918
2015-02-28,110334.12,12180.929999999998,118,0.030000000000000002,15,11.040039110295165
2015-03-01,17844.93,4490.05,16,0.09999999999999999,3,25.161488445177426
2015-03-02,86927.51,-193.83999999999992,79,0.06666666666666668,9,-0.22299039740123686
2015-03-03,35408.68,2167.59,58,0.03125,8,6.1216345822549725
2015-03-04,32508.03,2733.5299999999997,38,0.016666666666666666,6,8.408783922003272
2015-03-05,25300.05,-27.67999999999992,41,0.0875,8,-0.10940689840533882
2015-03-06,10858.41,1264.6399999999999,41,0.09285714285714286,7,11.646640714432406
2015-03-07,97703.36,5772.93,82,0.031818181818181815,11,5.908629959092503
2015-03-08,7776.389999999999,929.9200000000001,37,0.06666666666666667,6,11.958247978817935
2015-03-09,13013.35,472.31,10,0.3,1,3.629426704115389
2015-03-10,30743.72,-1585.1099999999997,42,0.1142857142857143,7,-5.155882241966814
2015-03-11,25187.579999999998,3088.2000000000003,43,0.02,5,12.26080472995024
2015-03-12,8849.75,547.54,22,0.06999999999999999,5,6.187067431283369
2015-03-13,32044.06,2692.06,39,0.02,5,8.40112020761414
2015-03-14,91369.3,9594.07,86,0.061111111111111116,9,10.50032122386841
2015-03-15,14540.84,-158.9,33,0.0,3,-1.0927841857829397
2015-03-16,12460.35,-1580.33,43,0.04,5,-12.682870063842508
2015-03-17,53463.3,2449.5400000000004,99,0.04583333333333334,12,4.5817224151894855
2015-03-18,6810.2,483.84000000000003,26,0.05,5,7.104637161904204
2015-03-19,33032.98,-2099.66,70,0.0625,8,-6.3562536592217835
2015-03-20,15888.27,1084.66,38,0.02,5,6.826797379450375
2015-03-21,16011.77,2641.5,22,0.0375,4,16.497239218399965
2015-03-22,49878.7,-3318.1600000000003,79,0.044444444444444446,9,-6.652458865206993
2015-03-23,101651.56,2542.6800000000003,56,0.17142857142857143,7,2.5013684000520997
2015-03-24,41874.479999999996,-2922.16,65,0.07142857142857142,7,-6.978379194201337
2015-03-25,19245.03,1136.53,27,0.06000000000000001,5,5.905576660571587
2015-03-26,11373.56,-274.4299999999999,34,0.125,4,-2.412876882875721
2015-03-27,40928.590000000004,1802.8400000000001,57,0.0875,8,4.404842678430896
2015-03-28,27119.37,844.1099999999997,26,0.0,4,3.112572305330101
2015-03-29,50259.94,-231.38999999999987,34,0.0,5,-0.46038654244314625
2015-03-30,38158.28,3062.3900000000003,42,0.06999999999999999,5,8.025492763300653
2015-03-31,7776.4400000000005,226.80999999999997,36,0.02,5,2.9166302318284454
2015-04-01,78963.86,10491.92,83,0.075,12,13.286989769750365
2015-04-02,56285.75,9302.07,50,0.016666666666666666,6,16.52650981820443
2015-04-03,35004.11,7335.14,39,0.024999999999999998,6,20.955082131783954
2015-04-04,11843.230000000001,-2734.08,24,0.04,5,-23.08559404824528
2015-04-05,37188.07,4814.620000000001,38,0.07142857142857142,7,12.946678867712148
2015-04-06,14669.55,-372.98000000000025,30,0.07500000000000001,4,-2.5425456131919537
2015-04-07,80219.65,10734.75,69,0.1111111111111111,9,13.381696379877
2015-04-08,83439.23,4859.96,103,0.04,10,5.824550394340887
2015-04-09,62961.75,4806.91,74,0.034999999999999996,10,7.634651196956882
2015-04-10,58516.75,1186.56,63,0.095,10,2.027727103777978
2015-04-11,64593.1,8852.4,89,0.1,10,13.7048694055557
2015-04-12,60321.17,4458.71,85,0.03636363636363637,11,7.39161723819349
2015-04-13,22780.49,2945.9300000000003,32,0.04,5,12.931811387726954
2015-04-14,21362.58,-263.46,38,0.0,5,-1.2332780029378472
2015-04-15,54188.49,-4785.74,62,0.07142857142857142,7,-8.831654102190335
2015-04-16,25844.899999999998,1539.23,48,0.056249999999999994,8,5.955643086256863
2015-04-17,83825.43,9999.17,73,0.0,7,11.928563921473472
2015-04-18,5010.96,1035.07,23,0.0,2,20.656121781055926
2015-04-19,107294.99,10226.74,121,0.058823529411764705,17,9.531423601418854
2015-04-20,2506.48,-509.54,12,0.0,2,-20.32890747183301
2015-04-21,38122.729999999996,3599.31,31,0.075,4,9.441375263523888
2015-04-22,46180.95,1623.4499999999998,36,0.03,5,3.5154105751397493
2015-04-23,20013.22,1962.19,43,0.02,5,9.804469245828507
2015-04-24,114751.01,15748.18,111,0.05333333333333334,15,13.723783346220658
2015-04-25,35831.86,2093.38,34,0.02,5,5.8422309084708415
2015-04-26,40022.43,5380.64,68,0.05625,8,13.444061242658181
2015-04-27,36095.75,1398.2800000000002,38,0.02,5,3.873807858265863
2015-04-28,37928.11,2128.43,67,0.05,8,5.611748120325531
2015-04-29,90672.18000000001,12327.86,77,0.10555555555555556,9,13.596077650278177
2015-04-30,60083.32,13095.3,55,0.03125,8,21.79523368548875
2015-05-01,53326.66,2465.76,65,0.075,6,4.623878562805171
2015-05-02,69777.85,1574.9099999999999,59,0.04285714285714286,7,2.257034288101453
2015-05-03,64816.63,10482.26,85,0.05,9,16.17217680092285
2015-05-04,59078.30999999999,7279.0199999999995,48,0.041666666666666664,6,12.320968558511577
2015-05-05,43209.840000000004,1793.8200000000002,75,0.045,10,4.151415510911403
2015-05-06,42127.27,-259.4399999999999,58,0.03571428571428571,7,-0.6158481192823554
2015-05-07,28275.809999999998,3011.2,60,0.08333333333333333,6,10.649385464112257
2015-05-08,44922.05,5683.509999999999,92,0.028571428571428574,14,12.651938190710348
2015-05-09,30405.09,6597.79,35,0.025,4,21.699623319648126
2015-05-10,103611.18,3872.779999999999,152,0.04375,16,3.7378012681643034
2015-05-11,32839.8,-5048.58,37,0.0875,4,-15.373357937624466
2015-05-12,48352.380000000005,-1495.1800000000003,41,0.0,4,-3.092257299433865
2015-05-13,63230.310000000005,-3125.4300000000007,35,0.0,4,-4.9429300599664945
2015-05-14,73925.14,12129.12,68,0.061111111111111116,9,16.4073006828259
2015-05-15,65135.810000000005,5463.570000000001,77,0.05,9,8.387966619283617
2015-05-16,43355.05,4623.42,79,0.0625,12,10.664086421305015
2015-05-17,29747.6,6434.139999999999,70,0.016666666666666666,9,21.62910621361051
2015-05-18,12092.3,-383.76,21,0.0,4,-3.1735898050825733
2015-05-19,33079.89,7478.959999999999,64,0.05714285714285715,7,22.608781347217295
2015-05-20,53806.49,1170.8900000000003,56,0.0625,8,2.1761129558906376
2015-05-21,9057.11,-1148.68,33,0.09999999999999999,3,-12.682632760339665
2015-05-22,60447.55,-470.7999999999988,45,0.15,6,-0.7788570421795404
2015-05-23,20124.0,1745.19,48,0.016666666666666666,6,8.672182468694096
2015-05-24,41438.469999999994,8436.449999999999,51,0.02,5,20.35898043532978
2015-05-25,59523.11,4124.210000000001,39,0.15999999999999998,5,6.928754226719675
2015-05-26,76019.94,3360.46,80,0.05,8,4.420498095631225
2015-05-27,76042.89,4299.5,78,0.095,10,5.65404602586777
2015-05-28,22507.27,-108.71000000000016,59,0.04444444444444444,9,-0.4829994930526899
2015-05-29,34018.979999999996,1336.71,37,0.08333333333333333,6,3.9293065224177806
2015-05-30,47883.04,2262.43,64,0.0,6,4.7249088612586
2015-05-31,69720.89,8240.91,84,0.03636363636363637,11,11.819857721265462
2015-06-01,61215.67,-9876.01,71,0.08125,8,-16.13314041976507
2015-06-02,41629.31,-254.29000000000016,53,0.049999999999999996,6,-0.610843657990008
2015-06-03,6296.0,-743.34,27,0.0875,4,-11.806543837357053
2015-06-04,38621.31,224.1200000000001,49,0.04285714285714286,7,0.5803013931945864
2015-06-05,32275.050000000003,810.21,36,0.1,4,2.5103291861670236
2015-06-06,97992.09,2831.3800000000006,98,0.04642857142857143,14,2.8893964808792227
2015-06-07,39862.69,1318.17,62,0.0,6,3.3067763364690137
2015-06-08,42196.24,-539.43,54,0.13333333333333333,6,-1.2783840455926878
2015-06-09,42418.2,-5246.89,65,0.13125,8,-12.36943104610757
2015-06-10,63527.02,4742.7699999999995,63,0.016666666666666666,6,7.465752368047486
2015-06-11,51337.3,-7533.49,54,0.0,8,-14.674495931807865
2015-06-12,44713.83,7324.490000000002,75,0.03333333333333334,9,16.38081551054786
2015-06-13,30026.51,-3737.44,49,0.07999999999999999,5,-12.447134215731365
2015-06-14,70817.90000000001,-2293.07,88,0.031818181818181815,11,-3.2379807929916025
2015-06-15,41658.49,5531.719999999999,53,0.022222222222222223,9,13.278733818724586
2015-06-16,75661.32,8157.530000000001,64,0.05,8,10.781638491107477
2015-06-17,27783.7,2638.19,57,0.061111111111111116,9,9.495459568020099
2015-06-18,67733.68,912.6499999999996,77,0.06666666666666667,9,1.3474094423926173
2015-06-19,58203.64,-2514.98,56,0.05,8,-4.32100122947637
2015-06-20,50397.83,4676.4800000000005,60,0.1,8,9.279129676813467
2015-06-21,17832.31,587.02,38,0.06666666666666667,6,3.2918898336783062
2015-06-22,38614.12,-918.13,67,0.037500000000000006,8,-2.377705357522067
2015-06-23,44723.54,1923.6100000000001,90,0.11363636363636363,11,4.301113015651266
2015-06-24,56186.399999999994,-804.9399999999999,50,0.07857142857142858,7,-1.4326242649466776
2015-06-25,21265.649999999998,-2496.36,50,0.04,5,-11.738931093100847
2015-06-26,34403.490000000005,3494.11,46,0.049999999999999996,7,10.156266123000893
2015-06-27,2298.96,-175.51,21,0.1,4,-7.63432160629154
2015-06-28,12297.67,1234.9,42,0.0,4,10.041739614089499
2015-06-29,16896.64,4467.889999999999,16,0.0,3,26.442476137267523
2015-06-30,51127.55,7610.14,78,0.02,10,14.884617001988165
2015-07-01,30937.420000000002,2262.47,58,0.0642857142857143,7,7.313053253955888
2015-07-02,14315.119999999999,-136.87999999999997,42,0.1125,4,-0.9561917748506473
2015-07-03,54974.4,-3451.8199999999997,44,0.03333333333333333,6,-6.278958933612736
2015-07-04,53106.549999999996,-3647.38,51,0.0375,4,-6.868041701070772
2015-07-05,34714.07,-905.5899999999998,58,0.03333333333333333,6,-2.6087116837639606
2015-07-06,42502.12,2831.6199999999994,65,0.04,10,6.662302962769856
2015-07-07,10764.91,2302.1400000000003,22,0.05,4,21.385594491732864
2015-07-08,28062.75,-1955.05,58,0.07142857142857142,7,-6.966708537117709
2015-07-09,23405.88,-3137.54,33,0.05,4,-13.404922181947443
2015-07-10,22378.969999999998,-3156.58,37,0.0,4,-14.105117438380766
2015-07-11,45364.77,1889.6,75,0.03333333333333334,9,4.165346809870303
2015-07-12,40081.2,146.54000000000008,54,0.08,5,0.3656078161332497
2015-07-13,82043.24,-4420.29,37,0.0,6,-5.387756504984444
2015-07-14,36158.94,7661.169999999999,56,0.1,5,21.1874850313643
2015-07-15,30029.3,314.6400000000001,56,0.044444444444444446,9,1.0477766714508834
2015-07-16,47456.84,-326.4400000000005,34,0.08,5,-0.6878671230532849
2015-07-17,10152.6,623.4,19,0.0,2,6.140299036699958
2015-07-18,47941.979999999996,-381.8599999999999,115,0.05714285714285715,14,-0.7965044414102211
2015-07-19,38168.26,7190.71,51,0.03571428571428571,7,18.839501722111514
2015-07-20,68665.18,1536.4799999999996,82,0.06363636363636363,11,2.2376406790166423
2015-07-21,76820.58,6881.71,117,0.0625,12,8.958159389059546
2015-07-22,39934.270000000004,-361.53999999999996,78,0.03333333333333334,9,-0.9053376961692299
2015-07-23,25379.629999999997,-337.98,50,0.05,8,-1.3316979010332304
2015-07-24,36238.42,36.779999999999745,61,0.08,10,0.10149449120574172
2015-07-25,77311.65,-4754.04,57,0.06666666666666667,9,-6.14918967581212
2015-07-26,21797.989999999998,1713.1,52,0.042857142857142864,7,7.858981493247772
2015-07-27,31425.59,998.6600000000001,39,0.05000000000000001,6,3.1778560084313456
2015-07-28,14387.29,1348.1599999999999,26,0.0,5,9.370492983737728
2015-07-29,86913.0,6378.219999999999,96,0.08636363636363636,11,7.338625982304142
2015-07-30,6871.27,-505.55,26,0.03333333333333333,3,-7.357446294498687
2015-07-31,31797.93,2935.3,55,0.0875,8,9.231104037275383
2015-08-01,5416.71,-420.07,5,0.09999999999999999,3,-7.755076420927094
2015-08-02,60334.25,2091.46,62,0.0625,8,3.4664556201494174
2015-08-03,49632.72,5538.64,54,0.041666666666666664,6,11.159251397062262
2015-08-04,31756.01,1494.05,45,0.06666666666666667,6,4.704778717477416
2015-08-05,20938.100000000002,990.3399999999999,42,0.07142857142857142,7,4.729846547681021
2015-08-06,6307.45,81.49000000000004,28,0.03333333333333333,3,1.2919642644808924
2015-08-07,61361.310000000005,3382.4700000000003,61,0.13333333333333333,6,5.512382313871721
2015-08-08,46487.75,6998.13,90,0.044444444444444446,9,15.053707697189045
2015-08-09,31324.170000000002,2684.3500000000004,43,0.0,6,8.569580614586117
2015-08-10,20170.84,4817.0199999999995,28,0.0375,4,23.88110757905967
2015-08-11,28012.36,8788.289999999999,25,0.0,3,31.37290110508361
2015-08-12,56907.86,-6197.849999999999,65,0.0125,8,-10.891026301112007
2015-08-13,17290.769999999997,1654.7000000000003,52,0.1375,4,9.569845645971814
2015-08-14,44805.090000000004,594.5799999999999,38,0.08,5,1.3270367273004025
2015-08-15,54028.61,-3039.39,82,0.075,10,-5.625519516419171
2015-08-16,93834.8,6309.150000000001,81,0.024999999999999998,12,6.72367820893741
2015-08-17,22319.39,3320.68,65,0.016666666666666666,9,14.878005178456938
2015-08-18,31885.07,9539.43,38,0.0375,4,29.918171733667197
2015-08-19,14657.800000000001,-1008.77,40,0.049999999999999996,7,-6.882137837874715
2015-08-20,8559.0,435.09000000000003,35,0.12142857142857143,7,5.08342096039257
2015-08-21,47257.020000000004,9451.49,28,0.03,5,20.000181983544454
2015-08-22,20094.67,-1417.3600000000001,22,0.016666666666666666,6,-7.053412671121249
2015-08-24,35140.65,-179.96000000000015,71,0.05,8,-0.5121134640366646
2015-08-25,61799.83,731.56,90,0.09583333333333333,12,1.1837573015977552
2015-08-26,12154.98,1966.8100000000002,23,0.02,5,16.18110437038975
2015-08-27,86066.92,1056.8300000000004,82,0.06363636363636363,11,1.2279166025692572
2015-08-28,19149.41,-291.49,33,0.075,4,-1.5221878898618808
2015-08-29,100207.31,8375.52,115,0.03928571428571429,14,8.358192630856971
2015-08-30,36366.85,3928.38,72,0.011111111111111112,9,10.80209036526397
2015-08-31,61424.68,-265.17000000000013,64,0.0125,8,-0.4316994406808471
2015-09-01,13096.0,-1761.0900000000001,33,0.06000000000000001,5,-13.447541233964571
2015-09-02,40514.95,-280.9599999999998,80,0.05,9,-0.6934724095673321
2015-09-03,31935.170000000002,7777.39,40,0.05000000000000001,6,24.353682789225797
2015-09-04,94913.27,11205.19,86,0.038461538461538464,13,11.80571483839931
2015-09-05,61369.770000000004,1145.9500000000003,65,0.02,10,1.8672874283217944
2015-09-06,17789.78,2356.65,43,0.05000000000000001,6,13.247212725508692
2015-09-07,36852.85,167.43999999999983,44,0.06,5,0.45434749279906395
2015-09-08,30316.47,-529.6600000000001,48,0.028571428571428574,7,-1.7471031422853653
2015-09-09,60482.31,-2644.55,50,0.037500000000000006,8,-4.372435510482322
2015-09-10,26997.879999999997,-259.50000000000017,65,0.06666666666666667,9,-0.9611865820575549
2015-09-11,55964.79,1694.5,62,0.025,8,3.027796584245201
2015-09-12,18495.370000000003,859.48,38,0.13999999999999999,5,4.64700084399501
2015-09-13,20429.04,5435.84,26,0.0,5,26.608396674537815
2015-09-14,60784.58,-1316.6000000000004,61,0.016666666666666666,6,-2.16600986631807
2015-09-15,88650.6,10347.5,91,0.029166666666666664,12,11.672227824741174
2015-09-16,57918.45,-203.52999999999992,91,0.061111111111111116,9,-0.35140788470685924
2015-09-17,51021.33,-990.6399999999999,52,0.041666666666666664,6,-1.9416193188221471
2015-09-18,43318.74,2070.8699999999994,54,0.06999999999999999,10,4.780540708247746
2015-09-19,51200.84,-1996.1399999999999,49,0.024999999999999998,6,-3.8986469753230613
2015-09-20,8151.67,237.47,27,0.025,4,2.913145404561274
2015-09-21,24015.870000000003,1317.4700000000003,93,0.05454545454545456,11,5.485830827698518
2015-09-22,9633.67,1191.36,25,0.09,5,12.366626633463673
2015-09-23,28996.010000000002,3117.05,76,0.07222222222222223,9,10.74992731758611
2015-09-24,34027.88,-1179.79,67,0.045454545454545456,11,-3.4671275436495015
2015-09-25,20104.120000000003,2406.56,41,0.04,5,11.970481672413413
2015-09-26,80828.86,10579.800000000001,74,0.022222222222222223,9,13.089136726659268
2015-09-27,22544.9,1761.82,39,0.06000000000000001,5,7.814716410363319
2015-09-28,33070.91,-1131.81,59,0.028571428571428574,7,-3.422373318423956
2015-09-29,34158.74,4331.58,71,0.07727272727272727,11,12.680737052947505
2015-09-30,26366.65,-216.06999999999988,58,0.04285714285714286,7,-0.8194821867776144
2015-10-01,97732.84,3450.6800000000003,119,0.02666666666666667,15,3.5307272355945045
2015-10-02,38619.53,91.01999999999998,54,0.08125,8,0.2356838625431226
2015-10-03,61034.71,3650.99,92,0.075,10,5.981825751281525
2015-10-04,21054.93,-1107.54,38,0.06000000000000001,5,-5.260240713220134
2015-10-05,4099.07,107.62,12,0.06666666666666667,3,2.625473583032249
2015-10-06,58515.43000000001,6418.33,58,0.08333333333333333,9,10.96861118511818
2015-10-07,60259.520000000004,11577.42,61,0.02142857142857143,7,19.21259910467259
2015-10-08,48595.329999999994,11891.78,66,0.05,8,24.47103456237462
2015-10-09,65197.97,7003.58,48,0.049999999999999996,7,10.74202156907646
2015-10-10,37934.17,-5695.01,38,0.049999999999999996,6,-15.012876253783858
2015-10-11,58881.25,12414.58,60,0.056249999999999994,8,21.084097229593464
2015-10-12,38666.46,407.5500000000002,55,0.08571428571428572,7,1.0540142542141178
2015-10-13,65991.71,-4193.6,78,0.03888888888888889,9,-6.354737587493944
2015-10-14,64852.95,5237.6,57,0.0375,8,8.076116815040796
2015-10-15,55040.45,-1127.0200000000002,71,0.03571428571428571,7,-2.0476213403051764
2015-10-16,60747.46,1011.7399999999998,85,0.04090909090909091,11,1.6654852729644989
2015-10-17,29610.120000000003,-2221.34,32,0.05,4,-7.5019621669888545
2015-10-18,105800.93,-2081.4399999999996,93,0.016666666666666666,12,-1.9673173005190028
2015-10-19,51235.67,3535.44,81,0.030000000000000006,10,6.9003489170728125
2015-10-20,20623.120000000003,-111.00999999999999,32,0.05,4,-0.5382793680102719
2015-10-21,33758.96,-2626.6400000000003,64,0.08333333333333333,9,-7.780571439404532
2015-10-22,2066.1800000000003,610.76,14,0.05,2,29.559864097029298
2015-10-23,68824.26,2209.59,78,0.061111111111111116,9,3.2104813041215414
2015-10-24,53944.38,3046.2,57,0.03333333333333333,6,5.646927446380883
2015-10-25,46094.13,-7401.06,56,0.042857142857142864,7,-16.056404579064626
2015-10-26,16609.3,1711.44,36,0.125,4,10.30410673538319
2015-10-27,14744.11,154.90999999999997,13,0.0,3,1.0506568385612964
2015-10-28,46809.02,-2117.34,65,0.09285714285714286,7,-4.523358959448415
2015-10-29,25253.36,5309.94,23,0.0,3,21.026667342484327
2015-10-30,66898.78,-3105.4600000000005,64,0.05500000000000001,10,-4.642027851628984
2015-10-31,50149.29,-60.37000000000012,62,0.014285714285714287,7,-0.12038056770095872
2015-11-01,33611.340000000004,-3788.2000000000003,62,0.06875,8,-11.270600934089506
2015-11-02,20770.9,2655.51,37,0.014285714285714287,7,12.784761372882253
2015-11-03,45595.479999999996,-7.510000000000133,78,0.05,11,-0.016470930890518386
2015-11-04,62534.4,-1660.94,59,0.09285714285714286,7,-2.656042114420223
2015-11-05,80960.20000000001,6906.16,110,0.07083333333333333,12,8.530314895467155
2015-11-06,4432.469999999999,-855.16,20,0.08333333333333333,3,-19.29308038181872
2015-11-07,40123.229999999996,-2001.5499999999997,58,0.0642857142857143,7,-4.988506658113018
2015-11-08,93956.91,8235.64,67,0.0,7,8.765337216815665
2015-11-09,6943.67,648.7399999999999,11,0.0,2,9.342897919976034
2015-11-10,26101.550000000003,4762.66,26,0.08,5,18.246655849939945
2015-11-11,65396.15,-3943.6400000000003,51,0.06,10,-6.03038558080254
2015-11-12,20266.210000000003,2036.1699999999998,26,0.025,4,10.047117838017073
2015-11-13,23230.28,2154.86,46,0.037500000000000006,8,9.276082767835774
2015-11-14,23202.37,3890.4800000000005,22,0.04,5,16.767597448019323
2015-11-15,52983.69,4373.74,24,0.19,5,8.254879945130284
2015-11-16,32019.64,4862.19,31,0.06666666666666667,6,15.185023941555869
2015-11-17,23885.75,-1761.13,42,0.03571428571428571,7,-7.373140889442451
2015-11-18,46711.58,-1808.67,69,0.075,8,-3.8719949100415785
2015-11-19,47985.44,-181.1300000000001,72,0.075,8,-0.3774686654952004
2015-11-20,72699.1,9276.49,84,0.02,10,12.760116700206742
2015-11-21,37722.8,-2028.7199999999998,39,0.05,4,-5.377967701231085
2015-11-22,32256.34,9762.76,34,0.0375,4,30.266174029663627
2015-11-23,47957.93,8890.18,70,0.05,8,18.537455640808517
2015-11-24,20889.510000000002,-364.09,24,0.07500000000000001,4,-1.7429322181324498
2015-11-25,40225.12,5072.28,43,0.03333333333333333,6,12.609732425906994
2015-11-26,19178.46,614.7800000000001,38,0.0625,8,3.2055754215927665
2015-11-27,61987.92,5016.530000000001,55,0.044444444444444446,9,8.092754201141126
2015-11-28,19059.399999999998,-824.2100000000002,46,0.1,5,-4.324427841380107
2015-11-29,79116.19,7948.4400000000005,73,0.0125,8,10.046540411008165
2015-11-30,52160.9,2707.4900000000007,84,0.0,9,5.1906504680709125
2015-12-01,21758.85,-946.52,36,0.03333333333333333,6,-4.350046073206994
2015-12-02,13951.29,2930.65,34,0.025,4,21.006301209422208
2015-12-03,35344.25,6882.63,37,0.041666666666666664,6,19.473125048628845
2015-12-04,38013.51,2082.7200000000003,91,0.06363636363636363,11,5.478894214188588
2015-12-05,20675.39,-240.18999999999994,52,0.03571428571428571,7,-1.1617193194420998
2015-12-06,41266.99,2705.4199999999996,28,0.03333333333333333,3,6.555893705840915
2015-12-07,17778.61,-734.7399999999999,23,0.049999999999999996,6,-4.132719037090076
2015-12-08,76581.6,-6609.64,74,0.07222222222222223,9,-8.630846051793121
2015-12-09,11848.9,1426.97,29,0.06666666666666667,6,12.043058849344664
2015-12-10,41979.79,-508.8199999999999,54,0.05000000000000001,6,-1.2120594219265983
2015-12-11,58569.05,2044.7799999999997,56,0.028571428571428574,7,3.4912295828598885
2015-12-12,23883.52,1880.5899999999997,36,0.05,4,7.874006846561979
2015-12-13,23454.68,2195.45,43,0.03,5,9.360392041161933
2015-12-14,16235.86,6042.21,27,0.0,3,37.21521373059388
2015-12-15,52276.76,201.86000000000018,51,0.0,6,0.3861371668787434
2015-12-16,21440.68,-996.6700000000001,40,0.04,5,-4.648499954292495
2015-12-17,16333.47,1070.17,49,0.05000000000000001,6,6.5520064015790895
2015-12-18,44738.950000000004,6763.009999999999,52,0.04,5,15.116604211766255
2015-12-19,39401.28,-5158.79,36,0.02,5,-13.092950279787866
2015-12-20,39329.19,-1532.6999999999998,61,0.0,8,-3.897105432377325
2015-12-21,26406.93,-2862.6499999999996,30,0.075,4,-10.840525574157994
