Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Month_Name,Order_Quarter,Order_DayOfWeek,Shipping_Days,Sales_Capped,Profit_Capped,Profit_Margin,Year,Month,Month_Name,Quarter,Day_of_Week,Is_Weekend,Sales_Category,Profit_Status,Discount_Category
CA-11723,2014-01-23,2014-01-29,First Class,Customer_460,Consumer,United States,City_69,Louisiana,78084,South,PROD-3161,Technology,Machines,Machines Product 104,5337.0,10,0.0,707.52,2014,1,January,1,Thursday,6,5337.0,707.52,13.25688589094997,2014,1,January,1,Thursday,False,>$5K,Profitable,No Discount
CA-11724,2016-08-01,2016-08-03,Standard Class,Customer_188,Corporate,United States,City_29,Arkansas,53950,South,PROD-4669,Furniture,Bookcases,Bookcases Product 47,8479.88,10,0.1,-642.75,2016,8,August,3,Monday,2,8479.88,-642.75,-7.579706316598821,2016,8,August,3,Monday,False,>$5K,Loss,Low
CA-11725,2016-03-29,2016-03-30,Second Class,Customer_241,Corporate,United States,City_45,Utah,96499,West,PROD-5042,Technology,Copiers,Copiers Product 175,9702.39,8,0.0,-1983.05,2016,3,March,1,Tuesday,1,9702.39,-1647.4350000000002,-20.438778486537853,2016,3,March,1,Tuesday,False,>$5K,Loss,No Discount
CA-11726,2017-02-05,2017-02-11,First Class,Customer_434,Consumer,United States,City_479,Kentucky,57277,South,PROD-1193,Office Supplies,Appliances,Appliances Product 75,352.46,3,0.0,-92.6,2017,2,February,1,Sunday,6,352.46,-92.6,-26.27248482097259,2017,2,February,1,Sunday,True,$100-500,Loss,No Discount
CA-11727,2015-04-23,2015-04-30,Standard Class,Customer_678,Consumer,United States,City_172,Washington,21278,West,PROD-1335,Furniture,Bookcases,Bookcases Product 103,4122.93,7,0.0,425.35,2015,4,April,2,Thursday,7,4122.93,425.35,10.316692255265066,2015,4,April,2,Thursday,False,$1K-5K,Profitable,No Discount
CA-11728,2016-08-20,2016-08-26,Standard Class,Customer_497,Consumer,United States,City_469,Missouri,65327,Central,PROD-2198,Furniture,Bookcases,Bookcases Product 42,10636.93,9,0.0,-629.88,2016,8,August,3,Saturday,6,10636.93,-629.88,-5.921633403623037,2016,8,August,3,Saturday,True,>$5K,Loss,No Discount
CA-11729,2014-02-23,2014-03-01,Standard Class,Customer_532,Corporate,United States,City_184,Missouri,87559,Central,PROD-9028,Furniture,Chairs,Chairs Product 50,6734.54,10,0.0,-1029.44,2014,2,February,1,Sunday,6,6734.54,-1029.44,-15.285973503758237,2014,2,February,1,Sunday,True,>$5K,Loss,No Discount
CA-11730,2017-01-02,2017-01-07,First Class,Customer_205,Home Office,United States,City_264,Florida,45160,East,PROD-6229,Office Supplies,Labels,Labels Product 174,1553.57,11,0.0,16.24,2017,1,January,1,Monday,5,1553.57,16.24,1.0453342945602708,2017,1,January,1,Monday,False,$1K-5K,Profitable,No Discount
CA-11731,2016-08-18,2016-08-21,Standard Class,Customer_389,Home Office,United States,City_434,Florida,39996,South,PROD-5936,Office Supplies,Binders,Binders Product 122,2106.74,12,0.0,-28.82,2016,8,August,3,Thursday,3,2106.74,-28.82,-1.3679903547661318,2016,8,August,3,Thursday,False,$1K-5K,Loss,No Discount
CA-11732,2016-06-02,2016-06-04,Standard Class,Customer_21,Consumer,United States,City_1,Wisconsin,66439,Central,PROD-8051,Office Supplies,Storage,Storage Product 176,1439.82,12,0.2,444.88,2016,6,June,2,Thursday,2,1439.82,444.88,30.898306732786047,2016,6,June,2,Thursday,False,$1K-5K,Profitable,Medium
CA-11733,2014-02-01,2014-02-06,Standard Class,Customer_561,Consumer,United States,City_82,South Carolina,98097,South,PROD-8311,Office Supplies,Envelopes,Envelopes Product 181,651.75,4,0.0,156.81,2014,2,February,1,Saturday,5,651.75,156.81,24.059838895281935,2014,2,February,1,Saturday,True,$500-1K,Profitable,No Discount
CA-11734,2014-08-12,2014-08-13,Standard Class,Customer_373,Consumer,United States,City_154,Florida,91365,East,PROD-2447,Technology,Machines,Machines Product 3,4475.0,8,0.0,1672.62,2014,8,August,3,Tuesday,1,4475.0,1672.62,37.37698324022346,2014,8,August,3,Tuesday,False,$1K-5K,Profitable,No Discount
CA-11735,2016-02-13,2016-02-14,Standard Class,Customer_377,Consumer,United States,City_202,Kentucky,83251,South,PROD-7243,Furniture,Furnishings,Furnishings Product 142,669.93,2,0.0,267.01,2016,2,February,1,Saturday,1,669.93,267.01,39.85640290776649,2016,2,February,1,Saturday,True,$500-1K,Profitable,No Discount
CA-11736,2015-06-25,2015-06-28,Second Class,Customer_11,Corporate,United States,City_113,Virginia,77883,East,PROD-4731,Furniture,Bookcases,Bookcases Product 38,578.75,5,0.0,-54.0,2015,6,June,2,Thursday,3,578.75,-54.0,-9.330453563714903,2015,6,June,2,Thursday,False,$500-1K,Loss,No Discount
CA-11737,2017-06-12,2017-06-19,Same Day,Customer_506,Consumer,United States,City_308,Wisconsin,51227,Central,PROD-2513,Furniture,Bookcases,Bookcases Product 135,10983.67,10,0.1,609.17,2017,6,June,2,Monday,7,10983.67,609.17,5.546142591683836,2017,6,June,2,Monday,False,>$5K,Profitable,Low
CA-11738,2016-05-11,2016-05-16,Standard Class,Customer_550,Corporate,United States,City_42,Georgia,55025,East,PROD-2205,Office Supplies,Paper,Paper Product 195,972.78,3,0.0,-22.83,2016,5,May,2,Wednesday,5,972.78,-22.83,-2.3468821316227717,2016,5,May,2,Wednesday,False,$500-1K,Loss,No Discount
CA-11739,2014-05-21,2014-05-24,Second Class,Customer_664,Consumer,United States,City_176,New Jersey,53465,East,PROD-5605,Technology,Phones,Phones Product 103,8789.42,9,0.0,1075.71,2014,5,May,2,Wednesday,3,8789.42,1075.71,12.238691517756575,2014,5,May,2,Wednesday,False,>$5K,Profitable,No Discount
CA-11740,2016-09-28,2016-10-02,Standard Class,Customer_239,Consumer,United States,City_72,Texas,78190,Central,PROD-1373,Office Supplies,Paper,Paper Product 68,35.06,6,0.0,11.53,2016,9,September,3,Wednesday,4,35.06,11.53,32.88648031945237,2016,9,September,3,Wednesday,False,<$100,Profitable,No Discount
CA-11741,2014-05-01,2014-05-06,Standard Class,Customer_749,Home Office,United States,City_293,Arizona,20235,West,PROD-6585,Office Supplies,Storage,Storage Product 154,144.22,5,0.0,17.0,2014,5,May,2,Thursday,5,144.22,17.0,11.787546803494662,2014,5,May,2,Thursday,False,$100-500,Profitable,No Discount
CA-11742,2015-03-07,2015-03-10,Second Class,Customer_541,Home Office,United States,City_174,Virginia,36863,East,PROD-4727,Office Supplies,Envelopes,Envelopes Product 179,1507.79,7,0.0,150.16,2015,3,March,1,Saturday,3,1507.79,150.16,9.958946537647815,2015,3,March,1,Saturday,True,$1K-5K,Profitable,No Discount
CA-11743,2014-11-10,2014-11-13,Standard Class,Customer_248,Consumer,United States,City_227,Oregon,79219,West,PROD-2729,Furniture,Chairs,Chairs Product 65,2197.08,10,0.0,654.63,2014,11,November,4,Monday,3,2197.08,654.63,29.795455786771534,2014,11,November,4,Monday,False,$1K-5K,Profitable,No Discount
CA-11744,2016-12-28,2016-12-29,Same Day,Customer_49,Corporate,United States,City_492,Georgia,84433,East,PROD-4832,Office Supplies,Appliances,Appliances Product 114,5746.95,13,0.0,-1374.75,2016,12,December,4,Wednesday,1,5746.95,-1374.75,-23.921384386500666,2016,12,December,4,Wednesday,False,>$5K,Loss,No Discount
CA-11745,2015-05-02,2015-05-05,Standard Class,Customer_571,Consumer,United States,City_351,New Jersey,95769,East,PROD-9548,Technology,Accessories,Accessories Product 136,7239.18,3,0.0,87.7,2015,5,May,2,Saturday,3,7239.18,87.7,1.2114631767686397,2015,5,May,2,Saturday,True,>$5K,Profitable,No Discount
CA-11746,2017-04-08,2017-04-15,Same Day,Customer_51,Home Office,United States,City_75,New York,24058,East,PROD-6937,Office Supplies,Supplies,Supplies Product 92,2024.13,5,0.0,335.55,2017,4,April,2,Saturday,7,2024.13,335.55,16.577492552355828,2017,4,April,2,Saturday,True,$1K-5K,Profitable,No Discount
CA-11747,2015-10-18,2015-10-22,Second Class,Customer_624,Consumer,United States,City_487,Louisiana,61228,South,PROD-3078,Technology,Accessories,Accessories Product 143,26267.25,11,0.0,2138.12,2015,10,October,4,Sunday,4,18522.31,2039.525,8.13986999019692,2015,10,October,4,Sunday,True,>$5K,Profitable,No Discount
CA-11748,2017-06-27,2017-06-29,Standard Class,Customer_603,Corporate,United States,City_281,Nebraska,56846,Central,PROD-1411,Technology,Accessories,Accessories Product 190,11654.32,5,0.0,3066.35,2017,6,June,2,Tuesday,2,11654.32,2039.525,26.310844390749526,2017,6,June,2,Tuesday,False,>$5K,Profitable,No Discount
CA-11749,2014-07-10,2014-07-12,Second Class,Customer_307,Home Office,United States,City_431,New Jersey,25423,East,PROD-2149,Technology,Accessories,Accessories Product 9,14412.37,14,0.0,3915.47,2014,7,July,3,Thursday,2,14412.37,2039.525,27.167426315033545,2014,7,July,3,Thursday,False,>$5K,Profitable,No Discount
CA-11750,2016-07-06,2016-07-10,Standard Class,Customer_418,Home Office,United States,City_379,Michigan,50611,Central,PROD-6161,Technology,Machines,Machines Product 133,8753.3,10,0.0,1766.05,2016,7,July,3,Wednesday,4,8753.3,1766.05,20.175819405252877,2016,7,July,3,Wednesday,False,>$5K,Profitable,No Discount
CA-11751,2016-03-21,2016-03-25,Standard Class,Customer_39,Consumer,United States,City_379,Arizona,16978,West,PROD-4484,Technology,Machines,Machines Product 158,1103.14,1,0.0,-308.52,2016,3,March,1,Monday,4,1103.14,-308.52,-27.967438403103863,2016,3,March,1,Monday,False,$1K-5K,Loss,No Discount
CA-11752,2014-01-22,2014-01-27,Standard Class,Customer_576,Corporate,United States,City_424,New Jersey,21859,East,PROD-4725,Technology,Phones,Phones Product 42,8891.09,8,0.0,-1650.05,2014,1,January,1,Wednesday,5,8891.09,-1647.4350000000002,-18.558466959619125,2014,1,January,1,Wednesday,False,>$5K,Loss,No Discount
CA-11753,2014-01-01,2014-01-06,Standard Class,Customer_216,Consumer,United States,City_453,Utah,25186,West,PROD-8547,Office Supplies,Labels,Labels Product 80,2291.24,13,0.0,217.39,2014,1,January,1,Wednesday,5,2291.24,217.39,9.48787556083169,2014,1,January,1,Wednesday,False,$1K-5K,Profitable,No Discount
CA-11754,2016-03-01,2016-03-07,First Class,Customer_364,Consumer,United States,City_475,Wisconsin,92081,Central,PROD-8166,Furniture,Bookcases,Bookcases Product 90,18415.97,14,0.3,-1009.46,2016,3,March,1,Tuesday,6,18415.97,-1009.46,-5.481438121369659,2016,3,March,1,Tuesday,False,>$5K,Loss,High
CA-11755,2014-12-09,2014-12-11,Standard Class,Customer_98,Consumer,United States,City_311,South Carolina,95001,South,PROD-4801,Furniture,Furnishings,Furnishings Product 146,8910.29,6,0.1,660.86,2014,12,December,4,Tuesday,2,8910.29,660.86,7.416818083362045,2014,12,December,4,Tuesday,False,>$5K,Profitable,Low
CA-11756,2016-05-07,2016-05-09,Second Class,Customer_136,Consumer,United States,City_116,Mississippi,79987,South,PROD-5036,Office Supplies,Binders,Binders Product 149,805.25,5,0.2,122.35,2016,5,May,2,Saturday,2,805.25,122.35,15.194039118286245,2016,5,May,2,Saturday,True,$500-1K,Profitable,Medium
CA-11757,2014-12-08,2014-12-10,Standard Class,Customer_187,Consumer,United States,City_132,Missouri,59365,Central,PROD-2994,Furniture,Chairs,Chairs Product 19,6686.1,5,0.0,2433.92,2014,12,December,4,Monday,2,6686.1,2039.525,36.40268616981499,2014,12,December,4,Monday,False,>$5K,Profitable,No Discount
CA-11758,2014-02-11,2014-02-15,Second Class,Customer_238,Corporate,United States,City_329,Arizona,77805,West,PROD-5989,Technology,Machines,Machines Product 141,12384.61,9,0.0,1407.69,2014,2,February,1,Tuesday,4,12384.61,1407.69,11.366445935721835,2014,2,February,1,Tuesday,False,>$5K,Profitable,No Discount
CA-11759,2015-12-30,2016-01-06,Second Class,Customer_596,Corporate,United States,City_285,Virginia,24473,East,PROD-3074,Furniture,Bookcases,Bookcases Product 146,6326.98,5,0.0,560.74,2015,12,December,4,Wednesday,7,6326.98,560.74,8.862680141236421,2015,12,December,4,Wednesday,False,>$5K,Profitable,No Discount
CA-11760,2016-06-21,2016-06-23,Same Day,Customer_437,Consumer,United States,City_409,Virginia,19444,East,PROD-7825,Furniture,Bookcases,Bookcases Product 170,7290.31,9,0.0,-589.66,2016,6,June,2,Tuesday,2,7290.31,-589.66,-8.088270594803237,2016,6,June,2,Tuesday,False,>$5K,Loss,No Discount
CA-11761,2014-06-06,2014-06-07,Standard Class,Customer_152,Corporate,United States,City_75,Missouri,29788,Central,PROD-4097,Office Supplies,Art,Art Product 7,1775.12,6,0.0,587.86,2014,6,June,2,Friday,1,1775.12,587.86,33.11663436838073,2014,6,June,2,Friday,False,$1K-5K,Profitable,No Discount
CA-11762,2016-06-28,2016-07-04,Standard Class,Customer_123,Home Office,United States,City_311,Michigan,14171,Central,PROD-7254,Technology,Phones,Phones Product 100,16239.82,9,0.0,4153.32,2016,6,June,2,Tuesday,6,16239.82,2039.525,25.57491400766757,2016,6,June,2,Tuesday,False,>$5K,Profitable,No Discount
CA-11763,2014-04-02,2014-04-03,Standard Class,Customer_350,Consumer,United States,City_98,Kentucky,36596,South,PROD-6162,Office Supplies,Envelopes,Envelopes Product 183,100.09,1,0.0,13.07,2014,4,April,2,Wednesday,1,100.09,13.07,13.058247577180538,2014,4,April,2,Wednesday,False,$100-500,Profitable,No Discount
CA-11764,2015-03-22,2015-03-28,Standard Class,Customer_361,Corporate,United States,City_168,Oregon,11402,West,PROD-5985,Furniture,Bookcases,Bookcases Product 163,300.23,4,0.2,81.11,2015,3,March,1,Sunday,6,300.23,81.11,27.015954434933214,2015,3,March,1,Sunday,True,$100-500,Profitable,Medium
CA-11765,2014-04-25,2014-04-29,Second Class,Customer_293,Home Office,United States,City_231,Pennsylvania,55206,East,PROD-3985,Furniture,Chairs,Chairs Product 30,846.31,1,0.2,75.14,2014,4,April,2,Friday,4,846.31,75.14,8.878543323368508,2014,4,April,2,Friday,False,$500-1K,Profitable,Medium
CA-11766,2016-11-13,2016-11-15,Second Class,Customer_174,Consumer,United States,City_301,Georgia,32149,East,PROD-6628,Technology,Accessories,Accessories Product 10,7080.61,4,0.0,1282.06,2016,11,November,4,Sunday,2,7080.61,1282.06,18.106632055712716,2016,11,November,4,Sunday,True,>$5K,Profitable,No Discount
CA-11767,2016-11-21,2016-11-24,Standard Class,Customer_511,Consumer,United States,City_26,Virginia,85284,East,PROD-6832,Furniture,Chairs,Chairs Product 64,1649.23,2,0.1,-54.91,2016,11,November,4,Monday,3,1649.23,-54.91,-3.329432523056214,2016,11,November,4,Monday,False,$1K-5K,Loss,Low
CA-11768,2016-03-15,2016-03-21,Same Day,Customer_359,Consumer,United States,City_349,Alabama,39654,South,PROD-5802,Office Supplies,Envelopes,Envelopes Product 169,218.94,10,0.0,-54.0,2016,3,March,1,Tuesday,6,218.94,-54.0,-24.66429158673609,2016,3,March,1,Tuesday,False,$100-500,Loss,No Discount
CA-11769,2015-01-30,2015-02-03,Second Class,Customer_307,Corporate,United States,City_60,North Carolina,38648,East,PROD-7199,Technology,Copiers,Copiers Product 168,22512.48,12,0.0,5906.95,2015,1,January,1,Friday,4,18522.31,2039.525,26.238557457907792,2015,1,January,1,Friday,False,>$5K,Profitable,No Discount
CA-11770,2017-04-29,2017-05-01,First Class,Customer_350,Corporate,United States,City_465,Florida,62574,South,PROD-6437,Technology,Accessories,Accessories Product 51,7582.73,4,0.0,-2144.34,2017,4,April,2,Saturday,2,7582.73,-1647.4350000000002,-28.279260899438597,2017,4,April,2,Saturday,True,>$5K,Loss,No Discount
CA-11771,2015-01-03,2015-01-07,Standard Class,Customer_792,Corporate,United States,City_43,Minnesota,56800,Central,PROD-8285,Office Supplies,Fasteners,Fasteners Product 5,283.94,1,0.0,66.78,2015,1,January,1,Saturday,4,283.94,66.78,23.51905332112418,2015,1,January,1,Saturday,True,$100-500,Profitable,No Discount
CA-11772,2015-01-07,2015-01-11,Second Class,Customer_710,Consumer,United States,City_335,Minnesota,61275,Central,PROD-5981,Furniture,Tables,Tables Product 122,846.72,2,0.0,-80.37,2015,1,January,1,Wednesday,4,846.72,-80.37,-9.491921768707483,2015,1,January,1,Wednesday,False,$500-1K,Loss,No Discount
CA-11773,2017-05-24,2017-05-31,Standard Class,Customer_19,Consumer,United States,City_274,Pennsylvania,48949,East,PROD-5127,Furniture,Furnishings,Furnishings Product 151,8182.12,13,0.3,-823.26,2017,5,May,2,Wednesday,7,8182.12,-823.26,-10.061695501899264,2017,5,May,2,Wednesday,False,>$5K,Loss,High
CA-11774,2017-03-18,2017-03-23,Standard Class,Customer_378,Home Office,United States,City_63,Idaho,91978,West,PROD-2587,Furniture,Chairs,Chairs Product 10,15802.57,11,0.0,-399.13,2017,3,March,1,Saturday,5,15802.57,-399.13,-2.525728409999133,2017,3,March,1,Saturday,True,>$5K,Loss,No Discount
CA-11775,2015-08-07,2015-08-12,Standard Class,Customer_589,Consumer,United States,City_360,North Carolina,47424,East,PROD-1080,Technology,Copiers,Copiers Product 37,23817.02,12,0.1,1100.17,2015,8,August,3,Friday,5,18522.31,1100.17,4.6192596722847785,2015,8,August,3,Friday,False,>$5K,Profitable,Low
CA-11776,2016-01-08,2016-01-14,Second Class,Customer_90,Home Office,United States,City_466,Maryland,52281,East,PROD-8645,Furniture,Bookcases,Bookcases Product 109,11113.15,14,0.0,-1050.4,2016,1,January,1,Friday,6,11113.15,-1050.4,-9.451865582665581,2016,1,January,1,Friday,False,>$5K,Loss,No Discount
CA-11777,2016-02-23,2016-02-24,Standard Class,Customer_541,Home Office,United States,City_83,Nebraska,11027,Central,PROD-1684,Technology,Phones,Phones Product 155,5357.94,6,0.0,1598.68,2016,2,February,1,Tuesday,1,5357.94,1598.68,29.83758683374581,2016,2,February,1,Tuesday,False,>$5K,Profitable,No Discount
CA-11778,2017-07-20,2017-07-26,Standard Class,Customer_273,Consumer,United States,City_15,Idaho,48522,West,PROD-6247,Technology,Copiers,Copiers Product 112,181.32,1,0.0,4.82,2017,7,July,3,Thursday,6,181.32,4.82,2.6582836973306865,2017,7,July,3,Thursday,False,$100-500,Profitable,No Discount
CA-11779,2014-01-11,2014-01-12,Standard Class,Customer_602,Corporate,United States,City_40,New York,12390,East,PROD-2482,Office Supplies,Envelopes,Envelopes Product 7,609.41,10,0.0,-50.2,2014,1,January,1,Saturday,1,609.41,-50.2,-8.237475591145534,2014,1,January,1,Saturday,True,$500-1K,Loss,No Discount
CA-11780,2016-04-02,2016-04-08,Standard Class,Customer_654,Corporate,United States,City_470,Virginia,80828,East,PROD-9935,Office Supplies,Binders,Binders Product 167,4272.98,9,0.0,815.41,2016,4,April,2,Saturday,6,4272.98,815.41,19.082935094477392,2016,4,April,2,Saturday,True,$1K-5K,Profitable,No Discount
CA-11781,2017-07-13,2017-07-18,Standard Class,Customer_307,Home Office,United States,City_239,Oregon,26506,West,PROD-2896,Technology,Copiers,Copiers Product 79,12045.01,10,0.1,2617.78,2017,7,July,3,Thursday,5,12045.01,2039.525,21.733315289900133,2017,7,July,3,Thursday,False,>$5K,Profitable,Low
CA-11782,2014-05-29,2014-06-05,Second Class,Customer_281,Home Office,United States,City_386,Utah,16441,West,PROD-7569,Office Supplies,Fasteners,Fasteners Product 166,1815.04,13,0.2,171.19,2014,5,May,2,Thursday,7,1815.04,171.19,9.4317480606488,2014,5,May,2,Thursday,False,$1K-5K,Profitable,Medium
CA-11783,2015-02-10,2015-02-11,Standard Class,Customer_118,Corporate,United States,City_149,Michigan,68950,Central,PROD-8007,Office Supplies,Paper,Paper Product 129,236.38,1,0.15,16.24,2015,2,February,1,Tuesday,1,236.38,16.24,6.870293595058803,2015,2,February,1,Tuesday,False,$100-500,Profitable,Medium
CA-11784,2015-09-15,2015-09-20,Standard Class,Customer_94,Home Office,United States,City_244,Alabama,12470,South,PROD-5430,Furniture,Tables,Tables Product 23,177.63,4,0.0,67.18,2015,9,September,3,Tuesday,5,177.63,67.18,37.82018803130102,2015,9,September,3,Tuesday,False,$100-500,Profitable,No Discount
CA-11785,2017-11-08,2017-11-10,Second Class,Customer_721,Consumer,United States,City_140,Idaho,87331,West,PROD-9132,Office Supplies,Paper,Paper Product 135,2518.55,6,0.0,196.31,2017,11,November,4,Wednesday,2,2518.55,196.31,7.794564332651724,2017,11,November,4,Wednesday,False,$1K-5K,Profitable,No Discount
CA-11786,2017-06-18,2017-06-23,Standard Class,Customer_354,Home Office,United States,City_169,Minnesota,82262,Central,PROD-4972,Office Supplies,Binders,Binders Product 161,1530.4,4,0.0,528.9,2017,6,June,2,Sunday,5,1530.4,528.9,34.55959226346053,2017,6,June,2,Sunday,True,$1K-5K,Profitable,No Discount
CA-11787,2015-01-20,2015-01-24,Standard Class,Customer_53,Consumer,United States,City_21,Michigan,27174,Central,PROD-6138,Furniture,Bookcases,Bookcases Product 197,5806.33,7,0.1,-77.73,2015,1,January,1,Tuesday,4,5806.33,-77.73,-1.3387113718992893,2015,1,January,1,Tuesday,False,>$5K,Loss,Low
CA-11788,2016-12-18,2016-12-25,First Class,Customer_182,Corporate,United States,City_78,Louisiana,34210,South,PROD-1989,Office Supplies,Labels,Labels Product 190,1754.93,4,0.1,35.52,2016,12,December,4,Sunday,7,1754.93,35.52,2.024012353769096,2016,12,December,4,Sunday,True,$1K-5K,Profitable,Low
CA-11789,2016-01-22,2016-01-25,First Class,Customer_190,Consumer,United States,City_6,Arizona,72424,West,PROD-5553,Furniture,Furnishings,Furnishings Product 123,3456.58,10,0.0,84.5,2016,1,January,1,Friday,3,3456.58,84.5,2.4446128832545466,2016,1,January,1,Friday,False,$1K-5K,Profitable,No Discount
CA-11790,2015-06-06,2015-06-07,Standard Class,Customer_571,Corporate,United States,City_271,Maryland,90929,East,PROD-3511,Technology,Accessories,Accessories Product 43,17359.0,7,0.0,-1306.07,2015,6,June,2,Saturday,1,17359.0,-1306.07,-7.5238781035773945,2015,6,June,2,Saturday,True,>$5K,Loss,No Discount
CA-11791,2014-11-12,2014-11-18,Standard Class,Customer_240,Consumer,United States,City_145,Iowa,76495,Central,PROD-7520,Furniture,Chairs,Chairs Product 4,880.83,6,0.0,149.97,2014,11,November,4,Wednesday,6,880.83,149.97,17.02598685330881,2014,11,November,4,Wednesday,False,$500-1K,Profitable,No Discount
CA-11792,2014-09-18,2014-09-21,Standard Class,Customer_264,Consumer,United States,City_424,Florida,65252,East,PROD-4662,Furniture,Chairs,Chairs Product 122,393.78,6,0.0,-23.72,2014,9,September,3,Thursday,3,393.78,-23.72,-6.023668037990756,2014,9,September,3,Thursday,False,$100-500,Loss,No Discount
CA-11793,2015-05-26,2015-05-27,Standard Class,Customer_240,Consumer,United States,City_31,Kentucky,46192,South,PROD-7860,Technology,Phones,Phones Product 60,19624.01,9,0.0,3045.07,2015,5,May,2,Tuesday,1,18522.31,2039.525,15.517063026364134,2015,5,May,2,Tuesday,False,>$5K,Profitable,No Discount
CA-11794,2016-09-01,2016-09-08,Standard Class,Customer_592,Consumer,United States,City_326,Kentucky,38537,South,PROD-9725,Furniture,Bookcases,Bookcases Product 109,1207.19,2,0.0,76.93,2016,9,September,3,Thursday,7,1207.19,76.93,6.372650535541216,2016,9,September,3,Thursday,False,$1K-5K,Profitable,No Discount
CA-11795,2017-09-26,2017-10-02,Standard Class,Customer_24,Corporate,United States,City_119,Iowa,87025,Central,PROD-8840,Office Supplies,Fasteners,Fasteners Product 74,246.86,5,0.0,-26.03,2017,9,September,3,Tuesday,6,246.86,-26.03,-10.544438143077048,2017,9,September,3,Tuesday,False,$100-500,Loss,No Discount
CA-11796,2015-05-02,2015-05-03,Standard Class,Customer_504,Corporate,United States,City_461,Nevada,97992,West,PROD-8695,Technology,Machines,Machines Product 168,24763.93,12,0.3,1984.86,2015,5,May,2,Saturday,1,18522.31,1984.86,8.015125224469621,2015,5,May,2,Saturday,True,>$5K,Profitable,High
CA-11797,2014-05-18,2014-05-23,First Class,Customer_432,Corporate,United States,City_89,Missouri,48978,Central,PROD-5696,Office Supplies,Supplies,Supplies Product 88,44.09,2,0.0,-7.12,2014,5,May,2,Sunday,5,44.09,-7.12,-16.14878657291903,2014,5,May,2,Sunday,True,<$100,Loss,No Discount
CA-11798,2015-02-06,2015-02-09,First Class,Customer_768,Consumer,United States,City_260,Maryland,46220,East,PROD-8551,Technology,Copiers,Copiers Product 58,1808.73,5,0.0,-373.06,2015,2,February,1,Friday,3,1808.73,-373.06,-20.62552177494706,2015,2,February,1,Friday,False,$1K-5K,Loss,No Discount
CA-11799,2016-05-03,2016-05-06,Second Class,Customer_345,Consumer,United States,City_409,Kentucky,54950,South,PROD-9221,Office Supplies,Fasteners,Fasteners Product 166,1106.02,7,0.0,-253.29,2016,5,May,2,Tuesday,3,1106.02,-253.29,-22.901032531057304,2016,5,May,2,Tuesday,False,$1K-5K,Loss,No Discount
CA-11800,2015-12-30,2016-01-03,Standard Class,Customer_775,Consumer,United States,City_267,North Carolina,39147,East,PROD-4070,Technology,Accessories,Accessories Product 109,4444.95,10,0.0,-798.73,2015,12,December,4,Wednesday,4,4444.95,-798.73,-17.969380982913194,2015,12,December,4,Wednesday,False,$1K-5K,Loss,No Discount
CA-11801,2014-02-02,2014-02-08,First Class,Customer_761,Consumer,United States,City_237,South Carolina,30656,South,PROD-4499,Furniture,Bookcases,Bookcases Product 125,10319.27,10,0.1,2381.24,2014,2,February,1,Sunday,6,10319.27,2039.525,23.075663297888315,2014,2,February,1,Sunday,True,>$5K,Profitable,Low
CA-11802,2015-08-27,2015-08-29,Standard Class,Customer_372,Consumer,United States,City_150,Minnesota,14264,Central,PROD-2650,Technology,Machines,Machines Product 180,6120.73,13,0.0,1748.83,2015,8,August,3,Thursday,2,6120.73,1748.83,28.57224546745241,2015,8,August,3,Thursday,False,>$5K,Profitable,No Discount
CA-11803,2015-10-19,2015-10-25,Standard Class,Customer_465,Home Office,United States,City_160,Tennessee,81295,South,PROD-4405,Furniture,Bookcases,Bookcases Product 120,768.53,1,0.1,144.84,2015,10,October,4,Monday,6,768.53,144.84,18.84636904219744,2015,10,October,4,Monday,False,$500-1K,Profitable,Low
CA-11804,2017-02-17,2017-02-20,Standard Class,Customer_537,Corporate,United States,City_204,Wisconsin,48227,Central,PROD-2728,Technology,Phones,Phones Product 2,23820.04,10,0.0,2071.9,2017,2,February,1,Friday,3,18522.31,2039.525,8.698138206317035,2017,2,February,1,Friday,False,>$5K,Profitable,No Discount
CA-11805,2017-08-09,2017-08-13,First Class,Customer_60,Consumer,United States,City_11,Pennsylvania,61971,East,PROD-4703,Furniture,Tables,Tables Product 129,328.65,3,0.2,30.32,2017,8,August,3,Wednesday,4,328.65,30.32,9.225619960444241,2017,8,August,3,Wednesday,False,$100-500,Profitable,Medium
CA-11806,2014-08-01,2014-08-07,Standard Class,Customer_498,Consumer,United States,City_270,Maryland,58115,East,PROD-2526,Office Supplies,Binders,Binders Product 73,2067.65,14,0.1,263.21,2014,8,August,3,Friday,6,2067.65,263.21,12.729910768263487,2014,8,August,3,Friday,False,$1K-5K,Profitable,Low
CA-11807,2015-05-31,2015-06-07,Standard Class,Customer_39,Consumer,United States,City_253,Missouri,95177,Central,PROD-1978,Office Supplies,Fasteners,Fasteners Product 2,1627.42,8,0.2,-390.17,2015,5,May,2,Sunday,7,1627.42,-390.17,-23.974757591771024,2015,5,May,2,Sunday,True,$1K-5K,Loss,Medium
